AU	TI	PY	SO	DI	AB	DE
Chang Y.-W.; Li I.-J.	Influence of Dervin’s sensemaking methodology determined through citation context analysis, content analysis and bibliometrics	2024	Journal of Documentation	10.1108/JD-09-2023-0185	Purpose: This study explored the influence of Dervin’s sensemaking methodology (SMM). Design/methodology/approach: Citation context analysis was used to identify the most influential SMM concepts in 948 articles citing 34 SMM-related studies by Dervin that were published between 1983 and 2017. Moreover, the bibliometric method and content analysis were incorporated to examine the disciplines and research topics influenced by the SMM-related studies and the role of cited content in SMM-related studies. Findings: The influence of SMM is concentrated in information behavior research in the field of library and information science (LIS). The 1992 book chapter From the mind’s eye of the user was most frequently cited, followed by the first SMM study from 1983; 14 of the 18 content categories were relevant to SMM. “Sensemaking,” at the core of SMM, was the most influential cited concept, primarily cited from the 1983 SMM-related study. Although the SMM was developed as a research method, it has not been primarily applied to design research methods in other studies. Originality/value: This study explored the interdisciplinary influence of Dervin’s SMM from several aspects and demonstrated the complex information dynamics between SMM-related works and citing articles. © 2023, Emerald Publishing Limited.	Bibliometrics; Citation context; Content analysis; Information behavior; Research influence; Sensemaking methodology
Bornmann L.; Wohlrabe K.	Recent temporal dynamics in economics: empirical analyses of annual publications in economic fields	2024	Journal of Documentation	10.1108/JD-10-2023-0201	Purpose: Differences in annual publication counts may reflect the dynamic of scientific progress. Declining annual numbers of publications may be interpreted as missing progress in field-specific knowledge. Design/methodology/approach: In this paper, we present empirical results on dynamics of progress in economic fields (defined by Journal of Economic Literature (JEL), codes) based on a methodological approach introduced by Bornmann and Haunschild (2022). We focused on publications that have been published between 2012 and 2021 and identified those fields in economics with the highest dynamics (largest rates of change in paper counts). Findings: We found that the field with the largest paper output across the years is “Economic Development”. The results reveal that the field-specific rates of changes are mostly similar. However, the two fields “Production and Organizations” and “Health” show point estimators which are clearly higher than the estimators for the other fields. We investigated the publications in “Production and Organizations” and “Health” in more detail. Originality/value: Understanding how a discipline evolves over time is interesting both from a historical and a recent perspective. This study presents results on the dynamics in economic fields using a new methodological approach. © 2024, Emerald Publishing Limited.	Bibliometrics; Dynamics of research fields; Economy; JEL code; Scientometrics
Wu Z.; Chen S.; Wang Y.; Li F.; Xu H.; Li M.; Zeng Y.; Wu Z.; Gao Y.	Current perspectives and trend of computer-aided drug design: a review and bibliometric analysis	2024	International journal of surgery (London, England)	10.1097/JS9.0000000000001289	AIM: Computer-aided drug design (CADD) is a drug design technique for computing ligand-receptor interactions and is involved in various stages of drug development. To better grasp the frontiers and hotspots of CADD, we conducted a review analysis through bibliometrics. METHODS: A systematic review of studies published between 2000 and 20 July 2023 was conducted following the PRISMA guidelines. Literature on CADD was selected from the Web of Science Core Collection. General information, publications, output trends, countries/regions, institutions, journals, keywords, and influential authors were visually analyzed using software such as Excel, VOSviewer, RStudio, and CiteSpace. RESULTS: A total of 2031 publications were included. These publications primarily originated from 99 countries or regions led by the U.S. and China. Among the contributors, MacKerell AD had the highest number of articles and the greatest influence. The Journal of Medicinal Chemistry was the most cited journal, whereas the Journal of Chemical Information and Modeling had the highest number of publications. CONCLUSIONS: Influential authors in the field were identified. Current research shows active collaboration between countries, institutions, and companies. CADD technologies such as homology modeling, pharmacophore modeling, quantitative conformational relationships, molecular docking, molecular dynamics simulation, binding free energy prediction, and high-throughput virtual screening can effectively improve the efficiency of new drug discovery. Artificial intelligence-assisted drug design and screening based on CADD represent key topics that will influence future development. Furthermore, this paper will be helpful in better understanding the frontiers and hotspots of CADD. Copyright © 2024 The Author(s). Published by Wolters Kluwer Health, Inc.	N/A
Chen C.; Zheng X.; Chen W.; Mu H.; Zhang M.; Lang H.; Hu X.	Global research trends in nursing leadership from 1985 to 2022: a bibliometric analysis	2024	Leadership in Health Services	10.1108/LHS-09-2023-0074	Purpose: Developing nursing leadership has become a key policy priority to achieve universal health coverage. This study aims to explore the current status, developing trends and research frontiers in the field of nursing leadership. Design/methodology/approach: In total, 1,137 articles and reviews on nursing leadership from 1985 to 2022 were retrieved from the Web of Science Core Collection database. Trends of publications, journals, countries/regions, institutions, documents and keywords were visualized and analyzed using Microsoft Excel and CiteSpace software. Findings: Nursing leadership research showed an overall increase in number despite slight fluctuations in annual publications. The USA was the leading country in nursing leadership research, and the University of Alberta was the most productive institution. The Journal of Nursing Management was the most widely published journal that focused on nursing leadership, followed by the Journal of Nursing Administration. Keyword analysis showed that the main research hotspots of nursing leadership are improvement, practice and impact of nursing leadership. Originality/value: This article summarizes the current state and frontiers of nursing leadership for researchers, managers and policy makers, as well as follow-up, development and implementation of nursing leadership. More research is needed that focuses on the improvement, practice and impact of nursing leadership, which are cyclical, complementary and mutually reinforcing. Longitudinal and intervention studies of nursing leadership, especially on patient prognosis, are also particularly needed. © 2024, Emerald Publishing Limited.	Bibliometric; CiteSpace; Health leadership competencies; Hospitals; Leadership; Nurses; Nursing leadership; Web of Science
Li D.; Hu Y.; Kang M.; Fang C.; Gan Y.; Yang X.; Peng F.; Li B.; Wu J.; Su S.	A bibliometric analysis of indocyanine green (ICG) in hepatobiliary surgery from 2008 to 2021	2024	Heliyon	10.1016/j.heliyon.2024.e31989	Hundreds of scientific documents have reported on the application of indocyanine green (ICG) in hepatobiliary surgery in the past 13 years, but few bibliometric studies have been conducted. This study aimed to identify the situations of authors, countries/regions, institutions, journals, and hot topics in this field. The overall status and prospects of the current research in this field can be elucidated by bibliometric analysis. Publications from 2008 to 2021 were retrieved from the Web of Science (WoS) Core Collection. The search terms included “liver,” “hepatic,” “gallbladder,” “bile duct,” “surgery,” “hepatectomy,” “ICG,” “indocyanine green,” and related synonyms. The full records of the search results were exported in text, and the cooperation network and hot topics were evaluated and visualized using CiteSpace software. The number of publications increased between 2008 and 2021. A total of 1527 publications were included in the results, and the frequency of citations was 30,742. The largest proportion of the publications emanated from Japan, and the majority of the papers were published by Kokudo. Tian Jie contributed the largest number of papers in China. Research was relatively concentrated among one country/region. The latest hotspots, “preservation” and “resistance”, frequently occurred. Cooperation between authors, countries, and institutions needs to be strengthened for high-quality research. Recent studies have focused on hepatectomy, bile duct resection, liver transplantation, and tumors in this field. Future research may focus on other aspects, such as liver preservation and resistance. © 2024	Bibliometrics; CiteSpace; Hepatobiliary surgery; Indocyanine green; Visual analysis
Oura P.; Hakkarainen A.; Sajantila A.	Forensic neuropathology in the past decade: a scoping literature review	2024	Forensic Science, Medicine, and Pathology	10.1007/s12024-023-00672-9	While there has been notable research activity in the field of clinical neuropathology over the recent years, forensic approaches have been less frequent. This scoping literature review explored original research on forensic neuropathology over the past decade (January 1, 2010, until February 12, 2022) using the MEDLINE database. The aims were to (1) analyze the volume of research on the topic, (2) describe meta-level attributes and sample characteristics, and (3) summarize key research themes and methods. Of 5053 initial hits, 2864 fell within the target timeframe, and 122 were included in the review. Only 3–17 articles were published per year globally. Most articles originated from the Europe (39.3%) and Asia (36.1%) and were published in forensic journals (57.4%). A median sample included 57 subjects aged between 16 and 80 years. The most common research theme was traumatic intracranial injury (24.6%), followed by anatomy (12.3%) and substance abuse (11.5%). Key methods included immunotechniques (31.1%) and macroscopic observation (21.3%). Although a number of novel findings were reported, most were of preliminary nature and will require further validation. In order to reach breakthroughs and validate novel tools for routine use, more research input is urged from researchers across the world. It would be necessary to ensure appropriate sample sizes and make use of control groups. © The Author(s) 2023.	Forensic; Literature search; Medico-legal; Meta-level attribute; Methodology; Neuropathology; Research theme; Sample characteristics
Liang M.; Zhang J.; Li G.; Wang P.	Global research progress on radiofrequency ablation in cardiology: A bibliometric analysis (2004-2023)	2024	Medicine (United States)	10.1097/MD.0000000000038498	"In recent years, significant advancements in radiofrequency ablation technology have notably enhanced arrhythmia treatment in cardiology. Technological advancements and increasing clinical adoption have made radiofrequency ablation a key therapy in improving life quality for patients with conditions like atrial fibrillation (AF). Consequently, there has been a marked increase in research output, underscoring the technology's significance and its potential in cardiology. Aims to comprehensively analyze cardiology's radiofrequency ablation research trends, identifying leading countries and institutions in international collaborations, key researchers' contributions, and evolving research hotspots. The study, based on the Web of Science Core Collection database, reviewed the literatures from 2004 to 2023. CiteSpace 6.2.R7 Basic was used for bibliometric analysis, which examined annual publication trends, international collaboration networks, key authors, leading research institutions, major journals, keyword co-occurrence and clustering trends. Analyzing 3423 relevant articles, this study reveals a consistent growth in cardiology radiofrequency ablation research since 2004. The analysis shows that the United States, Germany, and France hold central roles in the international collaboration network, with leading authors from premier US and European institutions. Keyword cluster analysis identifies ""atrial flutter"" and ""ventricular tachycardia"" as current research focal points. Cardiology radiofrequency ablation research shows a growth trend, led by the United States and European countries. Research hotspots are concentrated on the diverse applications of radiofrequency ablation technology and the treatment of AF. Future studies may increasingly focus on technological innovation and the deepening of clinical applications. © 2024 Lippincott Williams and Wilkins. All rights reserved."	bibliometric; cardiology; global; hotspots; radiofrequency ablation
Xie N.; Xie H.; Li W.; Wang X.; Tang W.	A bibliometric analysis of enhanced recovery after surgery in pediatric surgery; [儿外科领域加速康复外科研究的文献计量学分析]	2024	Chinese Journal of Pediatric Surgery	10.3760/cma.j.cn421158-20230903-00321	Objective To explore the research status， hotspots and frontiers of enhanced recovery after surgery（ERAS）in pediatric surgery and provide future references for clinical practices. Methods From January 1997 to December 2022，the relevant studies were retrieved from the database of Web of Science Core Collection. VOSviewer and CiteSpace software suites were employed for visual scientometric analysis. The number of papers，main research strength，main research topics and leading fronts in this field were comprehensively examined. Results A total of 137 articles were retrieved. The literatures related to ERAS in children spiked sharply after 2017. And a total of 36 papers were published in 2022. The author of the highest published articles was Kurt F. Heiss from Emory University in U. S. The institutions of the highest number of publications were Children’s Healthcare of Atlanta and Emory University in U. S. The total number of publications in the United States ranked first，China ranked second and journal with the highest number of publications was Journal of Pediatric Surgery. Keyword co-occurrence analysis revealed 5 hot topics of measures implementation and guideline development related to colorectal surgery，strategies of perioperative management of appendicitis，pain managements and clinical pathways of different diseases and surgeries，multidisciplinary researches of anesthesia，analgesia and nutrition and influencing factors of postoperative complications. And keyword burstiness analysis indicated that the emergent words were pain management and protocol in 2022. Conclusions Researches of ERAS in pediatric surgery have gradually expanded in recent years. Perioperative anesthesia，analgesia，nutritional management and influencing factors of postoperative complications are important research topics in ERAS in children. Pain management and design and implementation of protocols are subjects of popular interests and research frontiers. © 2024 Chinese Medical Journals Publishing House Co.Ltd. All rights reserved.	Bibliometrics; Enhanced recovery after surgery; Nutrition; Pain management; Pediatric surgery
Kazimierowicz J.; Dębowski M.; Zieliński M.; Ignaciuk A.; Mlonek S.; Cruz Sanchez J.	The Biosynthesis of Liquid Fuels and Other Value-Added Products Based on Waste Glycerol—A Comprehensive Review and Bibliometric Analysis	2024	Energies 	10.3390/en17123035	Waste glycerol can be subjected to various processing operations, including purification and refining, to obtain glycerol of an appropriate purity. Alternative methods for utilising waste glycerol are also being sought, e.g., by converting it into other valuable chemical products or biofuels. Therefore, various technologies are being developed to ensure effective and sustainable utilisation of this type of waste. The production of value-added products from waste glycerol strongly determines the improvement of the economic viability of biofuel production and corresponds to the model of a waste-free and emission-free circular economy. This paper characterises the mechanisms and evaluates the efficiency of existing methods for microbiological utilisation of waste glycerol into liquid biofuels, including biodiesel, bioethanol and biobutanol, and identifies further production avenues of value-added products. In addition, it presents the results of a bibliographical analysis of publications related to the production of liquid fuels and economically valuable products from glycerol, assesses the progress of research and application work and, finally, identifies areas for future research. © 2024 by the authors.	bibliographic analysis; glycerol for liquid fuels; glycerol for value-added products; valorisation of glycerol; waste glycerol
Yang X.; Liu Q.	Research Foundation and Hotspot Analysis of Urban Road Ecology—A Bibliometric Study Based on CiteSpace	2024	Sustainability (Switzerland) 	10.3390/su16125135	Urban road ecology focuses on the reciprocal interactions between urban road construction and the ecological environment, aiming to provide valuable insights into sustainable urban road construction. The study of road ecology has established a comprehensive research framework since the early 20th century, with urban road ecology emerging as its sub-discipline that emphasizes the strategic planning of urban roads and the internal dynamics within urban ecosystems. In order to demonstrate the broader research focus and development prospects of urban road ecology, as well as to explore its distinguishing features compared to traditional road ecology, this study conducted a bibliometric analysis of urban road ecology using CiteSpace software version 6.2.R7 based on the Web of Science (WOS) database for the literature in the last 30 years. The analysis reflected the current state of research in this field across three dimensions: collaborative analysis, co-citation analysis, and keyword analysis. The results of the study revealed a scarcity of key terms and publications between 1993 and 2010, followed by an exponential surge in research activities after 2010. However, both collaborative and keyword analyses indicate a lack of long-term, in-depth research in this area, highlighting the absence of a unified system. On this basis, this paper presents three expectations for future research and briefly discusses the limitations of this study. © 2024 by the authors.	bibliometrics; CiteSpace; development planning; road ecology
Agyekum E.B.; Odoi-Yorke F.; Abbey A.A.; Ayetor G.K.	A review of the trends, evolution, and future research prospects of hydrogen fuel cells – A focus on vehicles	2024	International Journal of Hydrogen Energy	10.1016/j.ijhydene.2024.05.480	This study assessed the most pertinent themes connected to hydrogen fuel cells and vehicles through a bibliometric analysis to thoroughly understand hydrogen fuel cell and vehicle technologies and comprehend the focus of current and future research directions. This study chose the Scopus database, which is considered the largest database containing pertinent documents for bibliometric analysis. A total of 3107 relevant documents were retrieved between the period of 2003 and 2023 and analyzed using visualization tools like the Biblioshiny package in R and the VOSviewer software. According to the analyses, the study involved 724 authors, 15% international co-authorship, 3.74 global co-authors per document, 5463 keywords, and 21.24 citations per document. Research trends related to deploying and optimizing various technologies, such as hydrogen fuel cell vehicles, refueling stations, and machine learning for energy management, are the most evident themes in the most recent 2022–2023 period. The study identified some research gaps on the topic and recommended them as future research potentials. © 2024 Hydrogen Energy Publications LLC	Bibliometric analysis; Electric vehicles; Energy management systems; Hydrogen economy; Hydrogen fuel cells
Wu K.; Ren F.; Zhou L.; Xing Y.; Zhang Q.; Chen H.	A Bibliometric Analysis of the Gene Delivery Systems for Lung Cancer from 2010 to 2022	2024	Pharmaceutical Fronts	10.1055/s-0044-1786042	The gene delivery systems (GDS) for lung cancer (LC) has made significant progress over the past 12 years, yet, there is a great challenge in its clinical application due to low delivery efficiency. This study aims to explore research fields related to gene therapy for LC and predict future directions from a bibliometric perspective. The Web of Science Core Collection collects articles and reviews on GDS for LC published from 2010 to 2022. Comprehensive bibliometric and visual analyses were performed using CiteSpace, VOSviewer, R-Bibliometrix, and Microsoft Excel. The analysis showed that the number of publications on GDS for LC has been increasing over the past 12 years, highlighting the growing interest and research efforts in this area. A rigorous examination of keywords and research hotspots revealed that the themes such as complex, transfection, RNA interference, extracellular vesicle, co-deliver, resistance, etc. dominate the field of GDS for LC. These findings indicated that the research in GDS for LC is evolving, with a noticeable shift toward addressing challenges related to delivery efficiency, transfection methods, and overcoming resistance mechanisms in gene therapy. The comprehensive study provides an overview of the literature on GDS for LC and identifies areas that require further exploration and development. By highlighting emerging research hotspots, our bibliometric analysis offers valuable insights to scholars and researchers, aiding in the identification of gaps, and guiding future efforts toward the development of GDS with more efficiency for LC therapy.  © 2024. The Author(s).	Bibliometric analysis; gene delivery system; lung cancer
Trincanato E.; Vagnoni E.	Business intelligence and the leverage of information in healthcare organizations from a managerial perspective: a systematic literature review and research agenda	2024	Journal of Health Organization and Management	10.1108/JHOM-02-2023-0039	Purpose: Business intelligence (BI) systems and tools are deemed to be a transformative source with the potential to contribute to reshaping the way different healthcare organizations’ (HCOs) services are offered and managed. However, this emerging field of research still appears underdeveloped and fragmented. Hence, this paper aims to reconciling, analyzing and synthesizing different strands of managerial-oriented literature on BI in HCOs and to enhance both theoretical and applied future contributions. Design/methodology/approach: A literature-based framework was developed to establish and guide a three-stage state-of-the-art systematic literature review (SLR). The SLR was undertaken adopting a hybrid methodology that combines a bibliometric and a content analysis. Findings: In total, 34 peer-review articles were included. Results revealed significant heterogeneity in theoretical basis and methodological strategies. Nonetheless, the knowledge structure of this research’s stream seems to be primarily composed of five clusters of interconnected topics: (1) decision-making, relevant capabilities and value creation; (2) user satisfaction and quality; (3) process management, organizational change and financial effectiveness; (4) decision-support information, dashboard and key performance indicators; and (5) performance management and organizational effectiveness. Originality/value: To the authors’ knowledge, this is the first SLR providing a business and management-related state-of-the-art on the topic. Besides, the paper offers an original framework disentangling future research directions from each emerged cluster into issues pertaining to BI implementation, utilization and impact in HCOs. The paper also discusses the need of future contributions to explore possible integrations of BI with emerging data-driven technologies (e.g. artificial intelligence) in HCOs, as the role of BI in addressing sustainability challenges. © 2024, Emerald Publishing Limited.	Business intelligence; Decision making; Health management; Healthcare organization; Information; Systematic literature review
Urdaneta J.R.; Arriagada S.B.; Tiznado-Matzner G.; Aravena P.C.; Cabezas X.	Dr. Hugo Ariel Hernández-Parada: Bibliometric Analysis of his Work and Legacy for Chilean Anatomy; [Dr. Hugo Ariel Hernández-Parada: Análisis Bibliométrico de su Obra y Legado para la Anatomía Chilena]	2024	International Journal of Morphology	10.4067/s0717-95022024000300787	This documentary research via bibliometric design, aims to characterize the scientific contribution of Dr. Hugo Ariel Hernández-Parada, the founder of the current Institute of Anatomy, Histology and Pathology of the Universidad Austral de Chile (UACh). An electronic search was carried out in six databases, 42 studies (41 articles and 1 thesis) were identified. Their bibliometric analysis determined that the work of these research studies in the field of Human Anatomy was focused on the study of the Autonomous Nervous System, followed by the Peripheral Nervous System, Myology and Anatomy of the head and neck. Most of his works were carried out on human samples (fetuses), published in Spanish in Chilean science journals, and as the main author in 41 of the 42 records found. Through this research, it is intended to remember and offer tribute to this outstanding anatomist, whose work contributed to the development and diffusion of human anatomy in Chile. © 2024, Universidad de la Frontera. All rights reserved.	Bibliometrics; History of Anatomy; Human Anatomy
Zhang H.; Cao Y.	A bibliometric analysis of myocardial bridge combined with myocardial infarction	2024	Medicine (United States)	10.1097/MD.0000000000038420	"Background: The aim of this study is to analyze the process and frontiers of research in myocardial bridges (MB) to identify future research directions in the last 3 decades. Methods: Relevant literature on MB combined with myocardial infarction (MI) was searched from 1991 to 2023 in the Web of Science database, and was analyzed by bibliometric analysis using VOSviewer, CiteSpace, and the R package ""bibliometrix."" Results: A total of 1233 English articles were included in this study. The number of published articles showed an increasing trend yearly. From 2017 to 2022, the annual publication volume rose rapidly, and in 2021 the publication volume even reached 95 articles, which was the highest in all years. These publications were from 68 countries and 1854 institutions, with the leading country being the U.S. and the leading institution being Columbia University. Myoho Clinical International has a close collaborative relationship with Columbia University, while in recent years, the Harvard Medical School has explored the study of MB combined with MI. Annals of Thoracic Surgery was the journal with the highest number of publications, and Takayama Hiroo and Naka Yoshifumi were the authors with the highest number of publications. The most common keywords were MI, cardiogenic shock, and MB. Conclusions: Our findings can help researchers explore the current status of MB combined with MI research and choose new survey routes for upcoming studies. Prevalence and prognosis, mechanism of MB combined with MI and molecular mechanism may become the focus of future research. In addition, more research and cooperation are needed worldwide. © 2024 Lippincott Williams and Wilkins. All rights reserved."	bibliometrics; myocardial bridges; myocardial infarction; visual analysis; Web of Science
Kong P.-R.; Han K.-T.	Psychological and physiological effects of soundscapes: A systematic review	2024	Science of the Total Environment	10.1016/j.scitotenv.2024.172197	The aim of this systematic review was to conduct a comprehensive and rigorous investigation of both psychological and physiological responses to, and audio-visual interactions with, soundscapes to present an overview of the current status and to provide suggestions for future research. Our literature search focused on empirical and quantitative studies of journal articles and gray literature in English and Chinese. This systematic review excluded literature related to pure music, religious sounds, humanistic sounds, historical sounds, medical research, and differences in materials used. The Joanna Briggs Institute's Checklist for Randomized Controlled Trials was used to assess the risk of bias in the included studies. Twenty-five studies were included, involving 1950 participants. The major findings of this systematic review were that: (1) there were significant associations between the psychological and physiological responses; (2) the audio-visual interaction affected the psychological and physiological responses; and (3) because of the high risk of bias of the included studies, interpretation of their findings should be cautious. Nevertheless, given that this systematic review has a higher level of evidence than a single study and the synthesized evidence identified in this review is aligned with the results of other studies, the studies reviewed herein together provide consistent evidence. Replications are important in empirical research to build trustworthy results. Future research should focus on the psychological responses of pleasantness, preference, tranquility, the eight semantic dimensions (ISO 12913-2:2018), and the 11 pairs of adjectives describing the soundscape (Ba et al., 2023) and the physiological responses of heart rate variability and salivary, and follow the CONSORT guidelines to improve the research quality. An integration of sensory modalities, environmental factors, contextual indicators, temporal data, demographic variables, socio-cultural factors, and psychological and physiological responses may provide deeper insights into how people experience and understand the acoustic environment in context. © 2024 Elsevier B.V.	Audio-visual interaction; Bibliometrics; Evidence level; Health/well-being; Psychophysiology; Synthesized evidence
Xu D.; Wang Y.; Wang J.	A review of social-ecological system vulnerability in desertified regions: Assessment, simulation, and sustainable management	2024	Science of the Total Environment	10.1016/j.scitotenv.2024.172604	Desertified regions face considerable vulnerability due to the combined effects of climate change and human activities, which threaten regional ecological security and societal development. It is therefore necessary to assess, simulate, and manage the vulnerability of desertified regions from the perspective of the social-ecological system, to support desertification control and sustainable development. This study is a systematic review of the vulnerability of the social-ecological system in desertified regions (SESDR) based on a bibliometric analysis, and a summary of the research progresses in vulnerability assessment, simulation, and sustainable management is provided. It was found that SESDR vulnerability research started relatively late, but has developed rapidly in recent years, with an emphasis on the coupling between natural systems and human activities, and multi-scale interactions and dynamics. Using various indicators at different scales, SESDR vulnerability could be assessed in terms of exposure, sensitivity, and adaptability. Modeling the complex interactions among natural and human factors across multiple scales is essential to simulate the vulnerability dynamics of the SESDR. The sustainable management of SESDR vulnerability focuses on rational spatial planning to achieve the maximum benefits, with the right measures in the right places. Four priority research directions were proposed to develop a better understanding of the mechanisms of vulnerability and smart restoration of desertified land. The findings of this study will enable researchers, land managers, and policymakers to develop a more comprehensive understanding of SESDR vulnerability, thereby enabling them to better address the challenges posed by complex resource and environmental issues. © 2024 Elsevier B.V.	Desertified region; Multi-scale; Social-ecological system; Sustainable management; Vulnerability
Yang L.; Guo Q.; Zhang L.	AI-assisted chemistry research: a comprehensive analysis of evolutionary paths and hotspots through knowledge graphs	2024	Chemical Communications	10.1039/d4cc01892c	Artificial intelligence (AI) offers transformative potential for chemical research through its ability to optimize reactions and processes, enhance energy efficiency, and reduce waste. AI-assisted chemical research (AI + chem) has become a global hotspot. To better understand the current research status of “AI + chem”, this study conducted a scientific bibliometric investigation using CiteSpace. The web of science core collection was utilized to retrieve original articles related to “AI + chem” published from 2000 to 2024. The obtained data allowed for the visualization of the knowledge background, current research status, and latest knowledge structure of “AI + chem”. The “AI + chem” has entered a stage of explosive growth, and the number of papers will maintain long-term high-speed growth. This article systematically analyzes the latest progress in “AI + chem” and objectively predicts future trends, including molecular design, reaction prediction, materials design, drug design, and quantum chemistry. The outcomes of this study will provide readers with a comprehensive understanding of the overall landscape of “AI + chem”. © 2024 The Royal Society of Chemistry.	N/A
Gong Q.; Kong Y.; Yu T.; Yu R.; Zuo Y.	Analysis of hot topics in emergency science popularization based on bibliometrics; [基于文献计量学的急诊急救科普的热点主题分析]	2024	Journal of Chinese Physician	10.3760/cma.j.cn431274-20231206-00649	"Objective To analyze the hot topics related to emergency emergency science popularization in China from 2001 to 2023, present the research trends, current situation, and hotspots in this field, and provide reference for emergency science popularization research. Methods Using China National Knowledge Infrastructure, Wanfang Database, and VIP Journal as Chinese data sources, and WOS and PubMed as English data sources, relevant literature from January 2001 to December 2023 was searched. EndNote software was used as the literature management and deduplication tool, and Citespace software was used as the analysis tool to visually analyze the publication volume, authors, institutions, journals, and keywords of the included literature. Results A total of 498 articles were included, all of which were journal articles; The annual publication volume continues to increase, with a slight decrease in 2023; The 19 core authors calculated by Price′s law accounted for 10.04%(50/498) of the total number of publications, which did not meet the half standard; The magazine with the highest number of publications is the Chinese Journal of Emergency Recovery and Disaster Medicine; The institution with the highest number of publications is the First Affiliated Hospital of the General Hospital of the People′s Liberation Army; Cardiopulmonary resuscitation, Emergency knowledge, Self rescue and Mutual aid, College students, and Science popularization bases are currently the five major research hotspots in this field. Conclusions The popularization of emergency science in China focuses on "" emergency knowledge"" and "" dissemination"", showing a good development trend. In the future, it is necessary to strengthen cooperation between authors and institutions, improve academic influence, and continue to increase the efforts of science popularization. © 2024 Chinese Medical Journals Publishing House Co.Ltd. All rights reserved."	Bibliometrics; Emergency; First aid; Science popularization
Li C.; Lai Y.; Chen S.; Ma M.; Zhou Y.; Han Y.; Feng H.; Zheng Y.	Analysis of the key generic technologies for the utilization of maize stovers based on bibliometrics; [基于文献计量学的玉米秸秆利用及关键共性技术分析]	2024	Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering	10.11975/j.issn.1002-6819.202402034	This study aims to promote the full-value utilization of corn stover. Data sources were selected as the China Knowledge Infrastructure database and the Web of Science. Visualization software was used to draw knowledge graphs in the field of corn stover use. The current status of research and trends were summarized to analyze the key generic technologies of corn stover use. Two stages were divided in the utilization of corn stoves: 1990-2007 and 2008-2022. In the latter stage, the research system of corn stover use was gradually formed using fertilizer and feed that was supplemented by fuel. A literature review found that the research on corn stover use roughly experienced three phases of hot spot migration, each of which lasted about 10 years. The research was focused mainly on stover returning during the period 1990-2000; The focus of the research was straw returning to the field, straw energy, and feed use during the period 2001-2010; The utilization of corn stover was diversified to gradually form during the period 2011-2022. The utilization of corn stover was achieved mainly in the fields of stover returning and biomass energy production. According to the knowledge graph, the hot directions of corn stover use included biomass energy production, land improvement and protection, animal husbandry development, and feed production. Finally, the knowledge engineering and induction show that there were still some bottlenecks in the technology of corn stover use, such as delayed collection and transportation, low quality of returning, immature technology of stover feed, high cost, and low added value of energy technology. Driven by the important national demand for the utilization of agricultural waste resources, 13 key generic technologies were summarized for the full-value utilization of corn stover, including intelligent control and management of agricultural machinery and equipment, digital agriculture, high-quality field-returning, field-returning under the local conditions, sealed storage, high-yield cellulose strain of screening, selection, and breeding of efficient microbial strains for lignin degradation, strain matching and enzyme application, high-efficiency biomass energy conversion, stover cellulose to ethanol, lignocellulosic sugar, stover cultivation substrate preparation, and bio-based material manufacturing. © 2024 Chinese Society of Agricultural Engineering. All rights reserved.	bibliometrics; CNKI; key generic technologies; stover; utilization; Web of Science
De Felice F.; Cattaneo C.G.; Marano L.	Reply to 'Commentary on: Mapping the landscape of immunonutrition and cancer research: a comprehensive bibliometric analysis on behalf of NutriOnc Research Group (Int J Surg 2023, Epub ahead of print)'	2024	International journal of surgery (London, England)	10.1097/JS9.0000000000001300	[No abstract available]	N/A
Feng X.; Liu Y.; Wang X.	Analysis of interdisciplinary characteristics and knowledge structure from multidimensional perspective: a case study of national fitness topic in China	2024	Library Hi Tech	10.1108/LHT-06-2021-0189	Purpose: The sudden COVID-19 epidemic in 2019 has frustrated China's overall economy, and the implementation and development of the National Fitness Program has encountered huge obstacles. At a new historical starting point, in order to realize the dream of becoming a powerful country in sports, it is necessary to transform the successful experience gained since the reform and opening up into regular understanding and systematic theories, so as to make a theoretical response to the new contradictions and challenges faced in development and give full play to the National Fitness has comprehensive values and multiple functions in improving people's health, promoting people's all-round development, promoting economic and social development and demonstrating the country's cultural soft power. Design/methodology/approach: Taking the topic of national fitness as an example, this paper sets out from the three dimensions of knowledge input, knowledge output and knowledge production, using citation analysis, social network analysis, co-word analysis and cluster analysis, to measure the characteristics and knowledge structure of interdisciplinary knowledge exchange. Findings: China's national fitness is still in the primary development stage, and the strong boost of the national top-level policy is the biggest driving force of its development, driven by the policy together with the settlement of many major events, constantly improving and enriching the wings. The main body of knowledge production on the topic of national fitness is mainly colleges and universities, with low participation of government and enterprises, high degree of cooperation among authors, obvious interdisciplinary characteristics and strong application of research themes. Originality/value: This study provides a strong theoretical basis for the promotion of the Healthy China strategy. Especially under the influence of COVID-19, this paper can contribute to the comprehensive value and multimodal functions of national fitness in improving the health of people, promoting economic and social development and demonstrating the soft power of national culture. © 2022, Emerald Publishing Limited.	Bibliometrics; Interdisciplinary characteristics; Knowledge structure; National fitness
