"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"gao y.; chen z.; chen j.; yang l.; li j.; he q.; qiu q.; su y.","a bibliometric analysis of the mechanisms underlying drought-induced tree mortality","2024","forests","10.3390/f15061037","drought intensity and frequency have increased in recent years, which poses significant threats to forest ecosystems, especially in the context of global climate change. this paper is aimed at summarizing the current state of research and global development trends regarding drought-induced tree mortality mechanisms in tree physiology. developing a robust literature foundation will facilitate in-depth research and foster the exchange of knowledge related to this subject. a literature review was conducted using tools such as vosviewer, citespace, and the bibliometrix r-package to review the literature from the web of science's core database from 1985 to 2023. we intend to determine the current state and evolution of global research on drought-induced tree mortality mechanisms. the results reveal that research on drought-induced tree mortality mechanisms gained momentum predominantly in the last two decades, with a marked surge post-2012. the united states is the epicenter of research, leading the global scientific community with its preeminence in publication volume, citation rates, and the scope of collaborative networks, with china in close pursuit. tree physiology stands out as the leading journal in this domain, boasting 129 articles. mcdowell ng emerges as the most prolific author, with an h-index of 41, underscoring his influence in the field. there is a clear upward trend in collaborations spanning authors, journals, research institutions, and countries. the analysis of frequently cited keywords and topic evolution suggests that drought and tree mortality will likely remain key research areas for the foreseeable future. the future of research on drought-induced tree mortality mechanisms in physiology is promising, as it emphasizes multidisciplinary approaches and global collaborations. (c) 2024 by the authors.","bibliometrics analysis; bibliometrix; citespace; mortality mechanism; tree; vosviewer"
"senthilvadevel n.; ky j.; ng m.; zhao t.; aria m.; d'aniello l.; lim m.a.w.; canfora f.; fortuna g.; mccullough m.; yap t.; paolini r.; celentano a.","evaluating global research trends in special needs dentistry: a systematic bibliometrix analysis","2024","clinical and experimental dental research","10.1002/cre2.896","objectives: special needs dentistry (snd) is a vast and fragmented field of study. this comprehensive bibliometric analysis aimed to evaluate the scope of snd, including the existing knowledge base, distribution structure, quantitative relationships, and research trends. material and methods: a systematic search was conducted on march 10, 2022, using the web of science core collection database, covering the period from 1985 to 2021, focusing on studies reporting on special needs populations in a dentally relevant context. records were title-screened and analyzed for key bibliometric indicators. results: among 48,374 articles, 13,869 underwent bibliometric analysis. peak snd research occurred during 1985-1997. united states led in productivity, trailed by brazil and japan. university of sao paulo excelled in brazil, university of washington and university of north carolina in the united states. the journal of dental research was the most productive source of research and also had the highest number of citations, followed by community dentistry and oral epidemiology. keyword analysis revealed that elderly, caries, and epidemiology were the most commonly used author keywords. conclusions: this study represents the first bibliometric analysis of snd literature. it emphasizes the need for increased collaboration between institutions and authors. furthermore, it suggests focusing on research input from non-dental disciplines and populations with rarer intellectual or developmental conditions. (c) 2024 the authors. clinical and experimental dental research published by john wiley & sons ltd.","bibliometric; special needs dentistry; systematic"
"yessengaliyev d.a.; zhumagaliyev y.u.; tazhibayev a.a.; bekbossynov z.a.; sarkulova z.s.; issengaliyeva g.a.; zhubandykova z.u.; semenikhin v.v.; yeskalina k.t.; ansapov a.e.","energy efficiency trends in petroleum extraction: a bibliometric study","2024","energies","10.3390/en17122869","this comprehensive bibliometric analysis investigates energy-saving strategies in petroleum extraction, shedding light on key research areas, trends, and collaborations. the analysis covers 98 research articles spanning from 2003 to 2024, sourced from the web of science (wos) database and analyzed using the bibliometrics r package v.4.1.3, including descriptive statistics, network analysis, and factorial analysis. findings reveal significant contributions from china, canada, russia, and the usa, with notable collaborations and thematic clusters identified. top journals, prolific authors, and leading institutions are highlighted, showcasing global efforts in advancing sustainability in the oil industry. institutions like the university of calgary and authors such as gates id, ren sr, and zhang l play significant roles in advancing knowledge in this domain. keyword analysis underscores prevalent themes such as optimization, simulation, and energy efficiency. technological innovations, process optimization, and organizational strategies emerge as crucial avenues for reducing electrical energy consumption in oil extraction operations. however, limitations include database constraints and language bias. overall, this study offers valuable insights for researchers, policymakers, and industry stakeholders, informing future research directions and policy initiatives for enhancing energy efficiency and sustainability in petroleum extraction. (c) 2024 by the authors.","bibliometric analysis; energy efficiency; oil extraction; sustainability"
"liu r.; gao d.; yang n.; qiao y.; zhang z.; zuo m.","global research and scientific publications on pnd between 1969 and 2022: a bibliometric analysis","2024","aging medicine","10.1002/agm2.12310","objectives: we hope to offer a comprehensive understanding of the advancements and patterns in research on pnd. methods: we performed a thorough search on the web of science core collection to locate relevant studies published from 1969 to 2022 and utilized four distinct tools, namely vosviewer (j data inf sci, 2017, 2, 1; j am soc inf sci, 1973, 24, 265; amer doc, 1963, 14, 10 and scientometrics, 2010, 82, 581), citespace (scientometrics, 2010, 84, 523), scimago graphica, and r-bibliometrix which allowed us to examine various aspects. results: we included a total of 6787 articles and reviews for analysis which described pnd research, the sources, and the subfields; highlighted the significant developments in this field; identified three main directions in pnd.conclusion: this study highlights the rapid growth of research on pnd in recent years and provided an overview of previous studies in the field of pnd, thereby establishing the overall landscape of pnd research and identifying potential avenues for future investigations. methods: we performed a thorough search on the web of science core collection to locate relevant studies published from 1969 to 2022. to perform bibliometric analysis and network visualization, we utilized four distinct tools, namely vosviewer (j data inf sci, 2017, 2, 1; j am soc inf sci, 1973, 24, 265; amer doc, 1963, 14, 10 and scientometrics, 2010, 82, 581), citespace (scientometrics, 2010, 84, 523), scimago graphica, and r-bibliometrix. these tools allowed us to examine various aspects, including the yearly publication output, the contribution of different countries or regions, the involvement of active journals, co-citation analysis, publication status, keywords, and terms, as well as scientific categories. we hope to offer a comprehensive understanding of the advancements and patterns in research on pnd. the insights gained from this study can assist researchers and clinicians in enhancing the management and implementation of their work in this field. results: in this study, we included a total of 6787 articles and reviews for analysis. first, publication trends and contribution by country analysis described pnd research. second, a historical analysis described pnd research, the sources, and the subfields. third, an analysis of keywords highlighted the significant developments in this field. fourth, an analysis of research themes identified three main directions in pnd. conclusion: in summary, the research volume exhibits exponential growth over time. furthermore, the majority of contributions originate from western countries and china. the interdisciplinary nature of the field is evident, with its roots in biology and medicine and further branching into psychology and social sciences. pocd, delirium-predominant associated clinical management were major research themes about pnd. (c) 2024 the authors. aging medicine published by beijing hospital and john wiley & sons australia, ltd.","bibliometrics; citespace; perioperative neurocognitive disorders; scientometrics; vosviewer"
"supriyadi t.; abdul hakam k.; nurdin e.s.; kosasih a.; supriadi u.; julia j.","a decade of literature roadmap on religious tolerance education: a bibliometric study using the scopus database","2024","international journal of learning, teaching and educational research","10.26803/ijlter.23.6.7","in multi-religious countries, integrating tolerance education into the curriculum, particularly religious tolerance, is essential to fostering a mindset of tolerance and encouraging harmony amidst diversity. to achieve this, it is necessary to review research development on religious tolerance education conducted by academics from various countries. therefore, this study aimed to investigate the research development on religious tolerance education in scopus-indexed journals over the last decade through a bibliometric study. this study carried out in four stages, including searching for articles in the scopus database, filtering, validating metadata, and analyzing bibliometrics with the help of vosviewer. the results of this bibliometric study present seven main findings, as follows: the publication trend on tolerance topics increased from 2013 to 2022; indonesia emerged as the leading contributor to publications on religious tolerance; the united kingdom had the highest number of cited publications in the citation analysis; authors commonly used six terms related to religious tolerance in titles; author collaboration was prominent among only three authors, keyword analysis identified 16 dominant terms, and abstract analysis mapped 5,219 terms into five clusters. to conclude, there is still an opportunity to develop research related to religious tolerance education in the context of multiculturalism, character education, and learning methods or models, in primary, secondary, and tertiary education, in addition to cross- disciplinary and cross-country author collaboration. this study contributes to providing a comprehensive overview of research in the field of education related to the topic of religious tolerance in scopus-indexed journals in the last decade. (c) 2024 society for research and knowledge management. all rights reserved.","bibliometrics study; religious study; religious tolerance; scopus; tolerance education"
"wen l.; ye z.; jiang l.; hu l.; kong w.; wang l.; shen x.; liu j.; qin l.; cui q.","knowledge mapping analysis of celastrol based on citespace; [ji yu  citespace de lei gong teng hong su zhi shi tu pu fen xi ]","2024","chinese traditional and herbal drugs","10.7501/j.issn.0253-2670.2024.11.021","objective to analyze and visualize the research status and hotspots related to celastrol in recent, and provide constructive reference for future research and theoretical development in this field. methods searching the literature related to celastrol published on china national knowledge infrastructure (cnki) and web of science (wos) from january 1, 2000 to june 30, 2023, and citespace 6.1.r4 software was applied to visualise and analyse the authors, institutional collaborative networks, keyword co-occurrences, clustering, bursting, timeline, and highly cited literature. results the results of the literature search related to celastrol included 674 and 1147 chinese and english literature, respectively, and the number of publications generally showed a stepped-up trend. the chinese core authors are zhang zhenhai, chen yan, and qu ding, and the foreign core authors are gao wei, su ping, and huang luqi. cooperation between domestic and foreign institutions was more frequent. researches on celastrol at home and abroad mainly focus on pharmacological effects, drug delivery systems and biosynthesis. conclusion in the past 20 years, the research heat on celastrol has been increasing, antitumour, anti-inflammatory, anti-obesity and other pharmacological effects have become the mainstream research hotspots of celastrol, and the drug delivery system and biosynthesis will be the new research direction of celastrol in the future. (c) 2024 editorial office of chinese traditional and herbal drugs. all rights reserved.","anti-inflammatory; anti-obesity; antitumor; bibliometrics; biosynthesis; celastrol; citespace; data mining; drug delivery system"
"liu y.","bibliometric analysis of weather radar research from 1945 to 2024: formations, developments, and trends","2024","sensors","10.3390/s24113531","in the development of meteorological detection technology and services, weather radar undoubtedly plays a pivotal role, especially in the monitoring and early warning of severe convective weather events, where it serves an irreplaceable function. this research delves into the landscape of weather radar research from 1945 to 2024, employing scientometric methods to investigate 13,981 publications from the web of science (wos) core collection database. this study aims to unravel, for the first time, the foundational structures shaping the knowledge domain of weather radar over an 80-year period, exploring general features, collaboration, co-citation, and keyword co-occurrence. key findings reveal a significant surge in both publications and citations post-1990, peaking in 2022 with 1083 publications and 13832 citations, signaling sustained growth and interest in the field after a period of stagnation. the united states, china, and european countries emerge as key drivers of weather radar research, with robust international collaboration playing a pivotal role in the field's rapid evolution. analysis uncovers 30 distinct co-citation clusters, showcasing the progression of weather radar knowledge structures. notably, deep learning emerges as a dynamic cluster, garnering attention and yielding substantial outcomes in contemporary research efforts. over eight decades, the focus of weather radar investigations has transitioned from hardware and software enhancements to artificial intelligence (ai) technology integration and multifunctional applications across diverse scenarios. this study identifies four key areas for future research: leveraging ai technology, advancing all-weather observation techniques, enhancing system refinement, and fostering networked collaborative observation technologies. this research endeavors to support academics by offering an in-depth comprehension of the progression of weather radar research. the findings can be a valuable resource for scholars in efficiently locating pertinent publications and journals. furthermore, policymakers can rely on the insights gleaned from this study as a well-organized reference point. (c) 2024 by the author.","future trend; knowledge framework; scientometric mapping; weather radar"
"de oliveira f.m.; ferraz g.a.e.s.; andre a.l.g.; santana l.s.; norton t.; ferraz p.f.p.","digital and precision technologies in dairy cattle farming: a bibliometric analysis","2024","animals","10.3390/ani14121832","the advancement of technology has significantly transformed the livestock landscape, particularly in the management of dairy cattle, through the incorporation of digital and precision approaches. this study presents a bibliometric analysis focused on these technologies involving dairy farming to explore and map the extent of research in the scientific literature. through this review, it was possible to investigate academic production related to digital and precision livestock farming and identify emerging patterns, main research themes, and author collaborations. to carry out this investigation in the literature, the entire timeline was considered, finding works from 2008 to november 2023 in the scientific databases scopus and web of science. next, the bibliometrix (version 4.1.3) package in r (version 4.3.1) and its biblioshiny software extension (version 4.1.3) were used as a graphical interface, in addition to the vosviewer (version 1.6.19) software, focusing on filtering and creating graphs and thematic maps to analyze the temporal evolution of 198 works identified and classified for this research. the results indicate that the main journals of interest for publications with identified affiliations are computers and electronics in agriculture and journal of dairy science. it has been observed that the authors focus on emerging technologies such as machine learning, deep learning, and computer vision for behavioral monitoring, dairy cattle identification, and management of thermal stress in these animals. these technologies are crucial for making decisions that enhance health and efficiency in milk production, contributing to more sustainable practices. this work highlights the evolution of precision livestock farming and introduces the concept of digital livestock farming, demonstrating how the adoption of advanced digital tools can transform dairy herd management. digital livestock farming not only boosts productivity but also redefines cattle management through technological innovations, emphasizing the significant impact of these trends on the sustainability and efficiency of dairy production. (c) 2024 by the authors.","bibliometric review; dairy cows; precision livestock farming; technologies"
"pestana m.h.; gageiro m.; santos j.a.c.; santos m.c.","network structure of online customer reviews and online hotel reviews: a systematic literature review","2024","information (switzerland)","10.3390/info15060334","this study conducts a bibliometric analysis of online customer and hotel review research, aiming to provide insights into where each field comes from, stands now and ought to go in the future. in particular, this study examines how the existing research on online customer reviews can benefit future hotel review research. data collected from web-of-science and scopus created an expanded network of 797 core articles and 19,374 citations to identify intellectual structures, developing trends, and future research gaps. this study offers a visual overview of journals, institutions, countries, research themes and authors to assess the overall directions hotels can take. it underscores the necessity for rigorous and relevant research amid the proliferation of online reviews and emphasises the imperative for academia to bridge the gap between theoretical insights and practical applications within the dynamic tourism industry. this study provides researchers and industry professionals with useful tools to understand and deal with the complexities of online reviews. it also highlights the important role these reviews play in shaping the future of tourism strategies. (c) 2024 by the authors.","bibliometrics; co-authorship network; co-occurrence network; intellectual structure; online customer review; online hotel review; research directions in online reviews; research gaps in online reviews"
"du z.; ruan y.; chen j.; fang j.; xiao s.; shi y.; zheng w.","global trends and hotspots in research on the health risks of organophosphate flame retardants: a bibliometric and visual analysis","2024","toxics","10.3390/toxics12060391","background: organophosphate flame retardants (opfrs) are compounds with a wide range of industrial and commercial applications and are mainly used as flame retardants and plasticizers. the global consumption of opfrs has risen rapidly in recent decades, and they have been widely detected in environmental media. unfortunately, opfrs have been associated with many adverse health outcomes. the issue of the health risks of opfrs is attracting increasing attention. therefore, there is a need to review the current state of research and trends in this field to help researchers and policymakers quickly understand the field, identify new research directions, and allocate appropriate resources for further development of the opfr health risk research field. methods: this study statistically analyzed 1162 relevant publications included in the web of science core collection from 2003-2023. the internal and external features of the literature, such as publication trends, countries, authors, journals, and keywords, were quantitatively analyzed and visually presented to identify the research hotspots, compositions, and paradigms of the field and to horizontally and vertically analyze the development trends and structural evolution of the field. results: the development of the field can be divided into three stages, and the field entered a period of rapid development in 2016. china (649 papers) is the most prolific country, followed by the united states (188 papers). the authors stapleton hm and wang y have the highest combined impact. international collaboration between countries and researchers still needs to be strengthened. science of the total environment is the most frequently published journal (162 papers), and environmental science and technology is the most frequently cited journal (5285 citations). endocrine disruption, developmental toxicity, and neurotoxicity are the health effects of greatest interest. conclusions: future research is expected to be multidisciplinary, and research hotspots may involve a comprehensive assessment of opfr exposure in the population, exploration of the mechanisms of endocrine-disrupting effects and in vivo metabolic processes, and examination of the health effects of opfr metabolites. (c) 2024 by the authors.","bibliometrics; future trends; health risks; organophosphate flame retardants; research hotspots"
"krymskaya a.s.","the bibliometrics of bibliometrics as a new area of research","2023","scientific and technical information processing","10.3103/s0147688223040147","the author discusses the growth of bibliometric and scientometric studies in various fields of knowledge. the patterns of its development are similar to the flow of bibliographies that at one time led to the emergence of the bibliography of bibliographies. it is noted that similar features allow us to speak about the emergence of the bibliometrics of bibliometrics as a new area of research.","bibliometrics; quantitative measurements; scientometrics; bibliometrics of bibliometrics; bibliography of bibliographies; analytical activities; library journals; scimago rank; library and information science"
"lyu p.; liu x.l.; yao t.","a bibliometric analysis of literature on bibliometrics in recent half-century","2023","journal of information science","10.1177/01655515231191233","bibliometrics research has been developed for many years and achieved a great many scientific achievements. the aim of this study is to understand the current research status and development directions of research on bibliometrics. this study implements bibliometric methods based on the web of science to analyse the publications, subjects, citation, co-citation, collaboration and keywords of bibliometrics from 1969 to 2022. bibliometrics is now in the development phase from its cumulative publication curve and citation analysis. information science & library science and computer science are the two major subjects on bibliometric research. garfield e has the most citations and co-citation frequency in the field of bibliometrics. the number of countries cooperating with the united states is the largest and china is the most productive country; beijing, london and madrid are the three sub-network centres of the city cooperation network; zhang l owns the largest number of author collaborations. research content on bibliometrics focuses mainly on bibliometrics theory, methods, research evaluation, techniques, tools and applications. the results in this study are beneficial to researchers and readers who are interested in the field of bibliometrics and other related fields to understand the overall picture of bibliometrics, which is conducive to the future development of bibliometrics.","bibliometrics; bibliometric analysis; co-citation analysis; cooperation analysis; keywords analysis; research performance"
"bornmann l.","bibliometrics-based decision tree (bbdt) for deciding whether two universities in the leiden ranking differ substantially in their performance","2020","scientometrics","10.1007/s11192-019-03319-1","fast-and-frugal heuristics are simple judgement strategies that are based on only a few predictor variables. bornmann and marewski (scientometrics 120(2):419-459, 2019) introduced bibliometrics-based heuristics (bbhs) which are judgement strategies in evaluative bibliometrics being solely based on publication and/or citation data. to support the understanding and applying of bbhs, bornmann (in press) proposed bibliometrics-based decision trees (bbdts) that are visualized bbhs. in this letter to the editor, a bbdt is presented that can be used for the interpretation of results from the leiden ranking.","bibliometrics; heuristics; bibliometrics-based heuristic (bbh); bibliometrics-based decision tree (bbdt)"
"bornmann l.","bibliometrics-based decision trees (bbdts) based on bibliometrics-based heuristics (bbhs): visualized guidelines for the use of bibliometrics in research evaluation","2020","quantitative science studies","10.1162/qss_a_00012","fast-and-frugal heuristics are simple strategies that base decisions on only a few predictor variables. in so doing, heuristics may not only reduce complexity but also boost the accuracy of decisions, their speed, and transparency. in this paper, bibliometrics-based decision trees (bbdts) are introduced for research evaluation purposes. bbdts visualize bibliometrics-based heuristics (bbhs), which are judgment strategies solely using publication and citation data. the bbdt exemplar presented in this paper can be used as guidance to find an answer on the question in which situations simple indicators such as mean citation rates are reasonable and in which situations more elaborated indicators (i.e., [sub-]field-normalized indicators) should be applied.","bibliometrics; heuristics; bibliometrics-based heuristic (bbh); bibliometrics-based decision tree (bbdt)"
"pallis g.","a look at the bibliometrics","2019","ieee internet computing","10.1109/mic.2019.2931020","","bibliometrics"
"epstein i.","following in the footnotes of giants: citation analysis and its discontents","2005","social work in health care","10.1300/j010v41n03_04","reflecting on his own personal history with bibliometrics, the author places it in the broader context of research with available information and data-mining. in so doing, he considers the utility of bibliometrics for raising new questions and its limitations for guiding decision-making.","available information; bibliometrics; data-mining"
"moppett i.k.","individual bibliometrics in uk anaesthesia","2010","british journal of anaesthesia","","","bibliometrics; anesthesia; critical care"
"lewison g.","preparation of bibliometrics papers","2020","anais da academia brasileira de ciencias","10.1590/0001-3765202020201327","","bibliometrics; guidelines; citations; normalisation"
"stuart d.","open bibliometrics and undiscovered public knowledge","2018","online information review","10.1108/oir-07-2017-0209","purpose - the purpose of this paper is to raise awareness of the potential of open bibliometrics, especially for the discovery of previously undiscovered public knowledge. design/methodology/approach - the viewpoint considers the limitations of the most popular current bibliometric tools and the possibilities offered from more open tools. it is supported by analysis of the openness of keywords associated with bibliometric studies in 2016. findings - the paper finds that although tools are emerging that offer more open bibliometrics, bibliometric research nonetheless continues to make use of restricted services. originality/value - this viewpoint on the potential of open bibliometrics is supported by an analysis of the current openness of bibliometric keywords.","bibliometrics; open access; altmetrics; webometrics; open bibliometrics"
"kokol p.; vosner h.b.; zavrsnik j.","application of bibliometrics in medicine: a historical bibliometrics analysis","2021","health information and libraries journal","10.1111/hir.12295","background the application of bibliometrics in medicine enables one to analyse vast amounts of publications and their production patterns on macroscopic and microscopic levels. objectives the aim of the study was to analyse the historical perspective of research literature production regarding application of bibliometrics in medicine. methods publications related to application of bibliometrics in medicine from 1970 to 2018 were harvested from the scopus bibliographic database. reference publication year spectroscopy was triangulated with the vosviewer to identify historical roots and evolution of topics and clinical areas. results the search resulted in 6557 publications. the literature production trend was positive. historical roots analysis identified 33 historical roots and 16 clinical areas where bibliometrics was applied. discussion the increase in productivity in application of bibliometrics in medicine might be attributed to increased use of quantitative metrics in research evaluation, publish or perish phenomenon and the increased use of evidence-based medicine. conclusion the trend of the literature production was positive. medicine was in the forefront of knowledge development in bibliometrics. reference publication year spectroscopy proved to be an accurate method which was able to identify most of the historical roots.","bibliometrics; citation analysis; evidence-based medicine (ebm); research; biomedical"
"thelwall m.","bibliometrics to webometrics","2008","journal of information science","10.1177/0165551507087238","bibliometrics has changed out of all recognition since 1958; becoming established as a field, being taught widely in library and information science schools, and being at the core of a number of science evaluation research groups around the world. this was all made possible by the work of eugene garfield and his science citation index. this article reviews the distance that bibliometrics has travelled since 1958 by comparing early bibliometrics with current practice, and by giving an overview of a range of recent developments, such as patent analysis, national research evaluation exercises, visualization techniques, new applications, online citation indexes, and the creation of digital libraries. webometrics, a modern, fast- growing offshoot of bibliometrics, is reviewed in detail. finally, future prospects are discussed with regard to both bibliometrics and webometrics.","bibliometrics; scholarly publishing; webometrics"
"ninkov a.; frank j.r.; maggio l.a.","bibliometrics: methods for studying academic publishing","2022","perspectives on medical education","10.1007/s40037-021-00695-4","bibliometrics is the study of academic publishing that uses statistics to describe publishing trends and to highlight relationships between published works. likened to epidemiology, researchers seek to answer questions about a field based on data about publications (e.g., authors, topics, funding) in the same way that an epidemiologist queries patient data to understand the health of a population. in this eye opener, the authors introduce bibliometrics and define its key terminology and concepts, including relational and evaluative bibliometrics. readers are introduced to common bibliometric methods and their related strengths and weaknesses. the authors provide examples of bibliometrics applied in health professions education and propose potential future research directions. health professions educators are consumers of bibliometric reports and can adopt its methodologies for future studies.","bibliometrics; scholarly communication; information science"
"stuart d.","beyond bibliometrics: harnessing multidimensional indicators of scholarly impact","2015","online information review","10.1108/oir-01-2015-0009","","webometrics; impact factors; bibliometrics; altmetrics"
"marcelin j.r.; goel s.; niehaus w.n.; messersmith r.c.; cawcutt k.a.","which topics drive dissemination? alternative bibliometrics analysis of the highest-ranking articles in 3 infectious diseases journals before covid-19","2024","open forum infectious diseases","10.1093/ofid/ofae116","dissemination of research is paramount to improving patient care. historically, dissemination is reported in conventional bibliometrics. however, with the increased utilization of digital platforms for communication, alternative bibliometrics describe more real-time dissemination of information. this study documents dissemination of publication topics in infectious diseases journals prior to the covid-19 pandemic.","alternative metrics; altmetrics attention scores; bibliometrics; infectious diseases; social media"
"devos p.","bibliometrics and funding: the example of sigaps for the funding of hospitals in france","2023","anesthesie & reanimation","10.1016/j.anrea.2023.04.003","","sigaps; bibliometrics; fundings; france; hospitals"
"wang d.y.; ma s.","literature review on bibliometrics and its future development-based on bibliometric measures","2016","proceedings of the 2nd annual international conference on social science and contemporary humanity development (sschd)","","adopting bibliometric measures, based on literature published on bibliometrics from sci, ssci, and a&hc in web of science, this study makes a quantitative analysis of the time distribution of items published, countries and regions productive authors come from, disciplines the literature belongs to, journal distribution of the literature, as well as research trends and hot spots, aiming at further, diversify, and internationalize the development of bibliometrics in china.","bibliometrics; statistic analysis; hot spots"
"rubio c.; luna r.; zenteno m.; bowles b.; lee a.","dementia research and bibliometrics in latin america: an example from mexico","2022","asian journal of psychiatry","10.1016/j.ajp.2021.102949","","bibliometrics; dementia; cognitive dysfunction; mexico; latin america"
"yilmaz m.","a critical view on bibliometrics","2019","turkish librarianship","10.24146/tkd.2019.47","bibliometrics is both a research area determining the distribution of the information produced quantitatively by various factors and a research method. the aim of this study is to examine bibliometrics as a scientific discipline with a critical approach. in this context, the hypothesis of our study is as follows; in assessing the productivity of research and researcher, bibliometric studies give more weight to quantitative aspects of the productivity. however, the productivity of research and researcher should not be determined only by quantitative aspects. in this study, our criticisms about bibliometrics and bibliometric studies are listed as follows: terminological problems about bibliometrics problems related to the importance given to quantity technical and interpretative problems arising from authors, and technical problems related to databases involving the related literature. this study has demonstrated that the only quantitative aspects are not sufficient to assess the productivity of research and researcher.","bibliometrics; informetrics; quantity; quality; research productivity; author productivity"
"mathews k.; hannaford-turner k.","bench to bedside: using bibliometrics and compensation data to track the translation of immunotherapies for mesothelioma treatment","2023","respirology","","","mesothelioma; immunotherapy; compensation; bibliometrics; translation."
"arsenova i.","new application of bibliometrics","2013","proceedings of the 2nd international conference on integrated information (ic-ininfo 2012)","10.1016/j.sbspro.2013.02.105","this article presents the potential of bibliometrics as a more functional practice in public libraries. bibliometrics laws and models are seen as a way of redefining and widening of the role of the library. the news applications of bibliometrics in library practice is motivated by ambitions to provide more complete services in public libraries, as well as to increase the visibility and status of libraries, not the least in relation to good management. the usage of bibliometrics in public libraries is also seen as a way of widening of the professional profile of librarianship. the new applications should, however, also be considered from the viewpoint of potential changes in how libraries are perceived when using a monitoring function through bibliometric analyses of research performance in addition to traditional service oriented functions. (c) 2013 the authors. published by elsevier ltd. selection peer-review under responsibility of the 2nd international conference on integrated information","bibliometrics; public libraries; bredford; lotka; zipf laws"
"stisser a.; jahn n.; schmidt b.","on status quo and perspectives of bibliometrics-driven open access services at german universities","2022","bibliothek forschung und praxis","10.1515/bfp-2021-0098","this article explores the extent to which institutional services for bibliometrics and open access at german universities relate to each other. although recent science policies note an increasing role of data-driven decision making around open access, only a few universities make use of bibliometrics as part of their open access services. while bibliometrics services increasingly reflect ethical aspects in terms of responsible use, problematic examples can be found. institutional activities to monitor open access benefit from standardized and networked research information as well as from collaboration within a university network.","bibliometrics; open access; library services"
"han g.y.; sun b.","design and implementation of bibliometrics system based on ria","2014","proceedings of international conference on soft computing techniques and engineering application, icsctea 2013","10.1007/978-81-322-1695-7_30","with the growth of attention on e-science and collaborative environment for scientific research, bibliometrics software needs to adopt a new form of architecture instead of traditional desktop software architecture. in this paper, the design of a bibliometrics system based on rich internet application (ria) and its core module's implementation are presented. the system's browser-side application is built upon adobe flex, and its server-side application is built upon j2ee. puremvc framework is introduced to create the flex application based on mvc concept. the system's main function is to analyze the literature information based on mathematical and statistical laws of bibliometrics, providing good visualization as well.","bibliometrics system; ria; flex; puremvc"
"ye j.; cao z.j.","the thought of the art bibliometrics on the artistic discipline","2012","proceeding of 2012 international symposium - educational research and educational technology","","since the upgrade of art into an independent discipline in our country, it has been built up a higher platform of discipline for art subject construction and development. at the same time, it caused people's thinking from different aspects. in this paper, in order to meet the need of current art theory and its development, through the elaboration of art literature, meanwhile, with the overview of bibliometrics research methods and its value to art science, this paper proposed to use bibliometrics perspective to study the art discipline and related issues of art literature, and expressed its certain view on the future development of art bibliometrics.","art categories; art bibliometrics; application value"
"huang l.c.","study on prospect of emerging technology commercialization based on bibliometrics analysis","2008","2008 ieee international conference on management of innovation and technology, vols 1-3","10.1109/icmit.2008.4654332","due to the uncertainty of emerging technologies development and their commercial prospect, it has important significant for technology investment decision-making on how to judge the prospect of emerging technology commercialization. through the introduction on the relationship of bibliometrics and industry development, at first, this paper illuminates that it is a good method to research the emerging technology commercial prospect by using bibliometrics analysis methodology; then, the degree of emerging technology approaching to commercialization is illustrated by judging the technology maturity, at last, the degree of emerging technology approaching to commercialization success is analysis by judging whether the environment has being ready based on bibliometrics analysis approach.","emerging technology; commercial prospect; bibliometrics analysis; technology maturity; commercial environment analysis"
"torres-salinas d.; robinson-garcia n.; jimenez-contreras e.","the bibliometric journey towards technological and social change: a review of current challenges and issues","2023","profesional de la informacion","10.3145/epi.2023.mar.28","the current trends and challenges in the field of bibliometrics are reviewed. to do so, we take the reader along a bibliometric route with six stations: the explosion of databases, the inflation of metrics, its relationship to data science, searching for meaning, evaluative bibliometrics, and diversity and profession. this evaluation encompasses three dimensions of the bibliometrics field regarding research evaluation: the technological, the theoretical, and the social. finally, we advocate for the principles of an evaluative bibliometrics, balancing the power of metrics with expert judgment and science policy.","evaluative bibliometrics; research evaluation; peer review; trends; metrics; scientific databases; bibliometric indicators; evolution"
"garg k.c.; kumar s.","bibliometrics of global ebola virus disease research as seen through science citation index expanded during 1987-2015","2017","travel medicine and infectious disease","10.1016/j.tmaid.2016.09.013","","bibliometrics; scientometrics; citation analysis; ebola; evd"
"fassin y.; rousseau r.","use of bibliometrics-related terms, their evolution, and the growth of metrics in science","2023","journal of scientometric research","10.5530/jscires.12.2.048","this article analyses the evolution of the most-used terms referring to the (broad) field of bibliometrics. it compares the number of publications on bibliometrics, scientometrics, informetrics, web(o)metrics, altmetrics, and the science of science, in three international databases, the web of science, scopus, and dimensions. we found that the relative number of documents using one of the metrics-related terms is showing a more than exponential increase. this illustrates the increasing importance of metrics in the world of science. while most terms separately show a clear increase in use, web(o)metrics and perhaps, informetrics, seem to have reached their top. bibliometrics and scientometrics are the most-used terms, with, nowadays, the term bibliometrics being used about five times more than the term scientometrics. any comprehensive bibliometric study should make use of a combination of related keywords to cover the whole field of study.","bibliometrics; scientometrics; informetrics; webmetrics; altmetrics; science of science; quantitative science studies; database queries"
